acc_x,acc_y,acc_z,roll,pitch,yaw,datetime
-0.18549318611621857,0.23197433352470398,1.1283928155899048,11.820710429538526,9.072905689648533,354.2240172312065,2022-11-24 04:26:14.488344
-0.18233686685562134,0.1448318362236023,1.1279041767120361,12.576319743265051,9.007840453841345,354.969994270656,2022-11-24 04:26:14.515753
-0.21705615520477295,0.1346084028482437,1.1474560499191284,13.99288646297371,9.28777319565338,356.1592211320486,2022-11-24 04:26:14.550545
-0.2711987793445587,-0.021744506433606148,1.195114016532898,15.58470559150114,9.829754682709414,356.92359208437637,2022-11-24 04:26:14.584968
-0.29062217473983765,-0.0662107989192009,1.1982911825180054,16.563953227900452,10.372161349041283,356.98444330690904,2022-11-24 04:26:14.612098
-0.26877087354660034,-0.20083127915859222,1.1870487928390503,17.298596422195978,11.217670466397161,356.8644548124385,2022-11-24 04:26:14.642725
-0.27216994762420654,-0.3210368752479553,1.2232199907302856,17.9036845883147,12.178886403387642,356.5891096098712,2022-11-24 04:26:14.669825
-0.23963581025600433,-0.2856104373931885,1.205378770828247,18.439548787195342,13.23738984736849,356.6519089304212,2022-11-24 04:26:14.703954
-0.2515326142311096,-0.40459442138671875,1.1956027746200562,18.057247731424095,14.469158115119637,356.1719107697528,2022-11-24 04:26:14.731046
-0.27095600962638855,-0.46494153141975403,1.24717116355896,17.407553307383314,15.484276197492564,356.09218367911853,2022-11-24 04:26:14.765173
-0.22482550144195557,-0.5160045027732849,1.1457452774047852,16.048803285225166,15.515111086500587,355.6873997750337,2022-11-24 04:26:14.799303
-0.1616995483636856,-0.568289041519165,1.032588243484497,14.41064559204743,15.47640098937954,354.48524208488186,2022-11-24 04:26:14.826392
-0.07963581383228302,-0.5714651346206665,0.9045228958129883,12.804766519113528,15.17566946777117,353.2327010774306,2022-11-24 04:26:14.860512
-0.04345978796482086,-0.5406808257102966,0.8106734752655029,11.438540854908803,14.948669838253089,351.8762754540244,2022-11-24 04:26:14.894648
-0.056813351809978485,-0.4932827055454254,0.7994310259819031,10.12300458585568,14.878226682248163,350.32595996998856,2022-11-24 04:26:14.921904
-0.05365705490112305,-0.4495493769645691,0.7549503445625305,8.785806371849864,14.73411993604465,348.6461082407961,2022-11-24 04:26:14.949620
-0.06312594562768936,-0.41607746481895447,0.7187792062759399,7.201876965587443,14.502702881680863,346.84540229065584,2022-11-24 04:26:14.980740
-0.03204856067895889,-0.45199254155158997,0.7801235318183899,5.393940833323878,14.47386070036319,344.5321589451978,2022-11-24 04:26:15.008228
-0.06871016323566437,-0.4583449065685272,0.8016306757926941,3.6876951187444007,14.60709037031346,342.1029441102748,2022-11-24 04:26:15.042934
-0.07065249979496002,-0.4610324203968048,0.860042154788971,2.1501431238331907,14.95394957448151,339.38297153747897,2022-11-24 04:26:15.077416
-0.15854324400424957,-0.43855494260787964,0.9868855476379395,0.9534468102530015,15.421781674134241,336.54723238089326,2022-11-24 04:26:15.111873
-0.15320181846618652,-0.3784521520137787,1.001305103302002,359.696847309733,15.663478163198896,333.7181253379917,2022-11-24 04:26:15.146438
-0.16145674884319305,-0.39140114188194275,1.047985553741455,358.5868918106106,15.881603669437839,331.2007908174918,2022-11-24 04:26:15.173579
-0.2476479560136795,-0.2851217985153198,1.1276596784591675,357.9899649734981,16.11165297842033,329.0858739674161,2022-11-24 04:26:15.200688
-0.2566312551498413,-0.10847821831703186,1.0687594413757324,356.7584863484565,16.26651385747203,327.02584110241605,2022-11-24 04:26:15.234887
-0.24643400311470032,-0.21988826990127563,1.1159286499023438,355.3037621366193,16.42276638756712,325.0972347374254,2022-11-24 04:26:15.262058
-0.3166009187698364,-0.12729087471961975,1.1301037073135376,353.9416247675196,16.620553298005056,323.1046260848172,2022-11-24 04:26:15.292702
-0.35010623931884766,-0.05472774803638458,1.1276596784591675,352.6046084073005,16.580723049860126,321.23423342212254,2022-11-24 04:26:15.319821
-0.3396661579608917,-0.04690949618816376,1.1628532409667969,350.94235551427823,16.24326047844272,318.9536981450524,2022-11-24 04:26:15.353968
-0.35520485043525696,0.08568201959133148,1.1538105010986328,350.0783348767243,15.969347694610407,317.74650319038767,2022-11-24 04:26:15.381092
-0.40060698986053467,0.16381819546222687,1.1195945739746094,349.0810137060075,15.67725977739669,316.56893418124787,2022-11-24 04:26:15.415281
-0.3510774075984955,0.2894202172756195,1.1007758378982544,348.35135398848513,15.332770648870634,315.8857547548011,2022-11-24 04:26:15.449416
-0.2891654074192047,0.41015398502349854,1.07438063621521,348.2199812762155,15.254810869684109,316.3188092387474,2022-11-24 04:26:15.476507
-0.28625190258026123,0.39554908871650696,1.036987543106079,348.28610604511766,15.177904647177057,316.9081145452415,2022-11-24 04:26:15.503752
-0.23113809525966644,0.430844247341156,1.0140138864517212,348.6910073430788,15.134316087441329,317.5504596857354,2022-11-24 04:26:15.538532
-0.18063732981681824,0.5600975155830383,0.9519364237785339,349.6569651389006,15.659272474217461,319.24051827886876,2022-11-24 04:26:15.573078
-0.14616085588932037,0.575919508934021,0.9108772873878479,350.7733749266648,16.294594472697245,321.48380170420563,2022-11-24 04:26:15.607885
-0.07793626934289932,0.5846824645996094,0.8766613602638245,352.0537459667761,16.936922537718168,324.11725285569037,2022-11-24 04:26:15.642397
-0.055842187255620956,0.5953927040100098,0.8649301528930664,353.56256634405685,17.72185982996708,326.9911027602974,2022-11-24 04:26:15.676866
-0.05244309827685356,0.5316179990768433,0.851732611656189,355.09137441616997,18.363081404342463,330.18389176329276,2022-11-24 04:26:15.704255
-0.04758725315332413,0.531861424446106,0.8436673879623413,356.7507330165314,18.825061739423788,333.52135100309823,2022-11-24 04:26:15.735297
-0.016267072409391403,0.5377033352851868,0.8272926211357117,358.58544317017635,19.18281168022342,337.33126638062447,2022-11-24 04:26:15.762423
0.00192917394451797,0.5007043480873108,0.8248485922813416,0.5492030247211489,19.45500837902677,341.1484729850897,2022-11-24 04:26:15.796560
-0.03204856067895889,0.48123112320899963,0.8392682075500488,2.540790030439958,19.69945572677965,344.9231616619716,2022-11-24 04:26:15.830728
-0.04880121350288391,0.559367299079895,0.8629749417304993,4.538521965255957,19.86902541820897,348.9481118851374,2022-11-24 04:26:15.857822
-0.1145978793501854,0.5082501769065857,0.9257856607437134,6.353529050857778,19.943503508466083,352.64442841016165,2022-11-24 04:26:15.891963
-0.13742032647132874,0.4454491436481476,0.9345840811729431,7.858874569398263,19.69526882081843,356.1274287358963,2022-11-24 04:26:15.926117
-0.14081941545009613,0.3714510202407837,0.9438712000846863,9.046851079285872,19.3370851630065,358.68087702785897,2022-11-24 04:26:15.953216
-0.20855842530727386,0.31303149461746216,1.0120587348937988,10.267510898125641,19.131366695394885,0.7042516806141704,2022-11-24 04:26:15.980310
-0.24157816171646118,0.33591246604919434,1.0892889499664307,11.517308303964683,18.78120850985772,2.7649909899456264,2022-11-24 04:26:16.007404
-0.2454628348350525,0.31230124831199646,1.0619162321090698,12.660912489909304,18.082632129474447,4.856369514037555,2022-11-24 04:26:16.038016
-0.22555388510227203,0.25509876012802124,1.049940586090088,13.460983773811673,17.428554431533808,5.955930505779819,2022-11-24 04:26:16.065129
